"Espèce de référence";"Nom(s) cité(s) ";"Règne";
"Taraxacum ciliare Soest, 1965";"Taraxacum ciliare Soest, 1965";Plantae;
"Taraxacum hollandicum Soest, 1942";"Taraxacum hollandicum Soest, 1942";Plantae;
"Taraxacum madidum Kirschner & Štěpánek, 1994";"Taraxacum madidum Kirschner & Stepánek, 1994";Plantae;
"Taraxacum palustre (Lyons) Symons, 1798";"Taraxacum palustre (Lyons) Symons, 1798";Plantae;
"Taraxacum schroeterianum Hand.-Mazz., 1905";"Taraxacum schroeterianum Hand.-Mazz., 1905";Plantae;
"Taraxacum udum Jord., 1852";"Taraxacum udum Jord., 1852";Plantae;
"Targionia hypophylla L., 1753";"Targionia hypophylla L.";Plantae;
"Targionia hypophylla L., 1753";"Targionia hypophylla L., 1753";Plantae;
"Taxiphyllum wissgrillii (Garov.) Wijk & Margad., 1960";"Taxiphyllum wissgrillii (Garov.) Wijk & Margad.";Plantae;
"Taxiphyllum wissgrillii (Garov.) Wijk & Margad., 1960";"Taxiphyllum wissgrillii (Garov.) Wijk & Margad., 1960";Plantae;
"Tayloria acuminata Hornsch., 1825";"Tayloria acuminata Hornsch., 1825";Plantae;
"Tayloria serrata (Hedw.) Bruch & Schimp., 1844";"Tayloria serrata (Hedw.) Bruch & Schimp., 1844";Plantae;
"Tayloria splachnoides (Schleich. ex Schwägr.) Hook., 1816";"Tayloria splachnoides (Schleich. ex Schwägr.) Hook., 1816";Plantae;
"Tayloria tenuis (Dicks.) Schimp.";"Tayloria tenuis (Dicks.) Schimp.";Plantae;
"Tayloria tenuis (Dicks.) Schimp.";"Tayloria tenuis (Dicks.) Schimp.";Plantae;
"Teesdalia coronopifolia (J.P.Bergeret) Thell., 1912";"Teesdalia coronopifolia (J.P.Bergeret) Thell., 1912";Plantae;
"Teesdalia nudicaulis (L.) W.T.Aiton, 1812";"Teesdalia nudicaulis (L.) R.Br., 1812";Plantae;
"Telephium imperati L., 1753";"Telephium imperati L., 1753";Plantae;
"Telephium imperati L., 1753 subsp. imperati";"Telephium imperati subsp. imperati L., 1753";Plantae;
"Tenebrio obscurus Fabricius, 1792";"Tenebrio obscurus Fabricius, 1792";Animalia;
"Tenebrio opacus Duftschmid, 1812";"Tenebrio opacus Duftschmid, 1812";Animalia;
"Tephroseris helenitis (L.) B.Nord., 1978";"Tephroseris helenitis (L.) B.Nord., 1978";Plantae;
"Teredus cylindricus (Olivier, 1790)";"Teredus cylindricus (Olivier, 1790)";Animalia;
"Tessellana tessellata tessellata (Charpentier, 1825)";"Tessellana tessellata tessellata (Charpentier, 1825)";Animalia;
"Tetrao urogallus Linnaeus, 1758";"Tetrao urogallus";Animalia;
"Tetraphis pellucida Hedw., 1801";"Tetraphis pellucida Hedw.";Plantae;
"Tetraphis pellucida Hedw., 1801";"Tetraphis pellucida Hedw., 1801";Plantae;
"Tetraplodon angustatus (Hedw.) Bruch & Schimp., 1844";"Tetraplodon angustatus (Hedw.) Bruch & Schimp.";Plantae;
"Tetraplodon angustatus (Hedw.) Bruch & Schimp., 1844";"Tetraplodon angustatus (Hedw.) Bruch & Schimp., 1844";Plantae;
"Tetraplodon mnioides (Hedw.) Bruch & Schimp., 1844";"Tetraplodon mnioides (Hedw.) Bruch & Schimp., 1844";Plantae;
"Bonasa bonasia (Linnaeus, 1758)";"Tetrastes bonasia";;
"Tetratoma ancora Fabricius, 1790";"Tetratoma ancora Fabricius, 1790";Animalia;
"Tetratoma desmarestii Latreille, 1807";"Tetratoma desmarestii Latreille, 1807";Animalia;
"Tetratoma fungorum Fabricius, 1790";"Tetratoma fungorum Fabricius, 1790";Animalia;
"Tetrax tetrax (Linnaeus, 1758)";"Tetrax tetrax";Animalia;
"Tetrix bolivari Saulcy in Azam, 1901";"Tetrix bolivari Saulcy, 1901";Animalia;
"Tetrix bolivari Saulcy in Azam, 1901";"Tetrix bolivari Saulcy in Azam, 1901";Animalia;
"Tetrix ceperoi ceperoi (Bolívar, 1887)";"Tetrix ceperoi ceperoi (Bolívar, 1887)";Animalia;
"Tetrix ceperoi ceperoi (Bolívar, 1887)";"Tetrix ceperoi ceperoi Bolívar, 1887";Animalia;
"Tetrix depressa Brisout de Barneville, 1848";"Tetrix depressa Brisout de Barneville, 1848";Animalia;
"Tetrix kraussi Saulcy, 1889";"Tetrix kraussi Saulcy, 1888";Animalia;
"Tetrix tenuicornis (Sahlberg, 1891)";"Tetrix tenuicornis (Sahlberg, 1891)";Animalia;
"Tetrix tenuicornis (Sahlberg, 1891)";"Tetrix tenuicornis (Sahlberg, 1891)";Animalia;
"Tetrix tuerki (Krauss, 1876)";"Tetrix tuerki (Krauss, 1876)";Animalia;
"Tetrix gavoyi Saulcy in Azam, 1901";"Tetrix undulata gavoyi Saulcy in Azam, 1901";;
"Tetrix undulata (Sowerby, 1806)";"Tetrix undulata undulata (Sowerby, 1806)";;
"Tetrodontium brownianum (Dicks.) Schwägr., 1824";"Tetrodontium brownianum (Dicks.) Schwägr.";Plantae;
"Tetrodontium brownianum (Dicks.) Schwägr., 1824";"Tetrodontium brownianum (Dicks.) Schwägr., 1824";Plantae;
"Tetrodontium ovatum (Funck) Schwägr.";"Tetrodontium ovatum (Funck) Schwägr.";Plantae;
"Tetrodontium repandum (Funck) Schwägr., 1824";"Tetrodontium repandum (Funck) Schwägr.";Plantae;
"Tetrodontium repandum (Funck) Schwägr., 1824";"Tetrodontium repandum (Funck) Schwägr., 1824";Plantae;
"Tetropium gabrieli Weise, 1905";"Tetropium gabrieli Weise, 1905";Animalia;
"Tetrops starkii Chevrolat, 1859";"Tetrops starkii Chevrolat, 1859";Animalia;
"Teucrium montanum L., 1753";"Teucrium montanum L., 1753";Plantae;
"Teucrium pyrenaicum L., 1753";"Teucrium pyrenaicum L., 1753";Plantae;
"Teucrium scordium L., 1753";"Teucrium scordium L., 1753";Plantae;
"Thalictrum alpinum L., 1753";"Thalictrum alpinum L., 1753";Plantae;
"Thalictrum flavum L., 1753";"Thalictrum flavum L., 1753";Plantae;
"Thalictrum simplex L., 1767";"Thalictrum simplex L., 1767";Plantae;
"Thapsia villosa L., 1753 var. villosa";"Thapsia villosa var. villosa";Plantae;
"Thecla betulae (Linnaeus, 1758)";"Thecla betulae (Linnaeus, 1758)";Animalia;
"Thelypteris palustris Schott, 1834";"Thelypteris palustris Schott, 1834";Plantae;
"Thesium linophyllon L., 1753 subsp. linophyllon";"Thesium linophyllon subsp. linophyllon L., 1753";Plantae;
"Thomisus onustus Walckenaer, 1805";"Thomisus onustus";Animalia;
"Thuidium assimile (Mitt.) A.Jaeger";"Thuidium assimile (Mitt.) A.Jaeger";Plantae;
"Thuidium assimile (Mitt.) A.Jaeger";"Thuidium assimile (Mitt.) A.Jaeger";Plantae;
"Thuidium delicatulum (Hedw.) Schimp., 1852";"Thuidium delicatulum (Hedw.) Schimp.";Plantae;
"Thuidium delicatulum (Hedw.) Schimp., 1852";"Thuidium delicatulum (Hedw.) Schimp., 1852";Plantae;
"Thuidium recognitum (Hedw.) Lindb., 1874";"Thuidium recognitum (Hedw.) Lindb.";Plantae;
"Thuidium recognitum (Hedw.) Lindb., 1874";"Thuidium recognitum (Hedw.) Lindb., 1874";Plantae;
"Thymallus ligericus Persat, Weiss, Froufe, Secci-Petretto & Denys, 2019";"Thymallus ligericus";Animalia;
"Thymallus thymallus (Linnaeus, 1758)";"Thymallus thymallus";Animalia;
"Thymallus thymallus (Linnaeus, 1758)";"Thymallus thymallus";Animalia;
"Thymelaea passerina (L.) Coss. & Germ., 1861";"Thymelaea passerina (L.) Coss. & Germ., 1861";Plantae;
"Thymelaea passerina (L.) Coss. & Germ., 1861 subsp. passerina";"Thymelaea passerina subsp. passerina (L.) Coss. & Germ., 1861";Plantae;
"Thymelaea passerina subsp. pubescens (Guss.) Meikle, 1985";"Thymelaea passerina subsp. pubescens (Guss.) Meikle, 1985";Plantae;
"Thymelaea sanamunda All., 1785";"Thymelaea sanamunda All., 1785";Plantae;
"Thymus embergeri Roussine, 1952";"Thymus embergeri Roussine, 1952";Plantae;
"Thymus nitens Lamotte, 1881";"Thymus nitens Lamotte, 1881";Plantae;
"Thysselinum palustre (L.) Hoffm., 1814";"Thysselinum palustre (L.) Hoffm., 1814";Plantae;
"Tichodroma muraria (Linnaeus, 1766)";"Tichodroma muraria";Animalia;
"Timmia austriaca Hedw., 1801";"Timmia austriaca Hedw.";Plantae;
"Timmia austriaca Hedw., 1801";"Timmia austriaca Hedw., 1801";Plantae;
"Timmia bavarica Hessl., 1822";"Timmia bavarica Hessl.";Plantae;
"Timmia bavarica Hessl., 1822";"Timmia bavarica Hessl., 1822";Plantae;
"Timmia comata Lindb. & Arnell, 1890";"Timmia comata Lindb. & Arnell, 1890";Plantae;
"Timmia norvegica J.E.Zetterst., 1862";"Timmia norvegica J.E.Zetterst., 1862";Plantae;
"Timmiella anomala (Bruch & Schimp.) Limpr., 1888";"Timmiella anomala (Bruch & Schimp.) Limpr.";Plantae;
"Timmiella anomala (Bruch & Schimp.) Limpr., 1888";"Timmiella anomala (Bruch & Schimp.) Limpr., 1888";Plantae;
"Timmiella barbuloides (Brid.) Mönk., 1927";"Timmiella barbuloides (Brid.) Mönk.";Plantae;
"Timmiella barbuloides (Brid.) Mönk., 1927";"Timmiella barbuloides (Brid.) Mönk., 1927";Plantae;
"Timon lepidus (Daudin, 1802)";"Timon lepidus";Animalia;
"Tofieldia pusilla (Michx.) Pers., 1805";"Tofieldia pusilla (Michx.) Pers., 1805";Plantae;
"Tolpis umbellata Bertol., 1803";"Tolpis umbellata Bertol., 1803";Plantae;
"Torilis leptophylla (L.) Rchb.f., 1867";"Torilis leptophylla (L.) Rchb.f., 1867";Plantae;
"Tortella alpicola Dixon, 1930";"Tortella alpicola Dixon, 1930";Plantae;
"Tortella flavovirens (Bruch) Broth., 1902";"Tortella flavovirens (Bruch) Broth.";Plantae;
"Tortella flavovirens (Bruch) Broth., 1902";"Tortella flavovirens (Bruch) Broth., 1902";Plantae;
"Tortella fragilis (Hook. & Wilson) Limpr., 1888";"Tortella fragilis (Hook. & Wilson) Limpr.";Plantae;
"Tortella fragilis (Hook. & Wilson) Limpr., 1888";"Tortella fragilis (Hook. & Wilson) Limpr., 1888";Plantae;
"Tortella humilis (Hedw.) Jenn., 1913";"Tortella humilis (Hedw.) Jenn.";Plantae;
"Tortella humilis (Hedw.) Jenn., 1913";"Tortella humilis (Hedw.) Jenn., 1913";Plantae;
"Tortella inclinata (R.Hedw.) Limpr., 1888";"Tortella inclinata (R.Hedw.) Limpr.";Plantae;
"Tortella inclinata (R.Hedw.) Limpr., 1888";"Tortella inclinata (R.Hedw.) Limpr., 1888";Plantae;
"Tortella inflexa (Bruch) Broth., 1902";"Tortella inflexa (Bruch) Broth.";Plantae;
"Tortella inflexa (Bruch) Broth., 1902";"Tortella inflexa (Bruch) Broth., 1902";Plantae;
"Tortella nitida (Lindb.) Broth., 1902";"Tortella nitida (Lindb.) Broth.";Plantae;
"Tortella nitida (Lindb.) Broth., 1902";"Tortella nitida (Lindb.) Broth., 1902";Plantae;
"Tortula acaulon var. papillosa (Lindb.) R.H.Zander, 1993";"Tortula acaulon var. papillosa (Lindb.) R.H.Zander";Plantae;
"Tortula acaulon var. papillosa (Lindb.) R.H.Zander, 1993";"Tortula acaulon var. papillosa (Lindb.) R.H.Zander, 1993";Plantae;
"Tortula acaulon var. pilifera (Hedw.) R.H.Zander, 1993";"Tortula acaulon var. pilifera (Hedw.) R.H.Zander";Plantae;
"Tortula acaulon var. pilifera (Hedw.) R.H.Zander, 1993";"Tortula acaulon var. pilifera (Hedw.) R.H.Zander";Plantae;
"Tortula atrovirens (Sm.) Lindb., 1864";"Tortula atrovirens (Sm.) Lindb.";Plantae;
"Tortula atrovirens (Sm.) Lindb., 1864";"Tortula atrovirens (Sm.) Lindb., 1864";Plantae;
"Tortula brevissima Schiffn., 1913";"Tortula brevissima Schiffn.";Plantae;
"Tortula brevissima Schiffn., 1913";"Tortula brevissima Schiffn., 1913";Plantae;
"Tortula canescens Mont., 1833";"Tortula canescens Mont.";Plantae;
"Tortula canescens Mont., 1833";"Tortula canescens Mont., 1833";Plantae;
"Tortula cernua (Huebener) Lindb., 1879";"Tortula cernua (Huebener) Lindb.";Plantae;
"Tortula cernua (Huebener) Lindb., 1879";"Tortula cernua (Huebener) Lindb., 1879";Plantae;
"Tortula cuneifolia (Dicks.) Turner, 1804";"Tortula cuneifolia (Dicks.) Turner";Plantae;
"Tortula cuneifolia (Dicks.) Turner, 1804";"Tortula cuneifolia (Dicks.) Turner, 1804";Plantae;
"Tortula hoppeana (Schultz) Ochyra, 2004";"Tortula hoppeana (Schultz) Ochyra";Plantae;
"Tortula hoppeana (Schultz) Ochyra, 2004";"Tortula hoppeana (Schultz) Ochyra, 2004";Plantae;
"Tortula inermis (Brid.) Mont., 1832";"Tortula inermis (Brid.) Mont.";Plantae;
"Tortula inermis (Brid.) Mont., 1832";"Tortula inermis (Brid.) Mont., 1832";Plantae;
"Tortula leucostoma (R.Br.) Hook. & Grev., 1824";"Tortula leucostoma (R.Br.) Hook. & Grev., 1824";Plantae;
"Tortula marginata (Bruch & Schimp.) Spruce, 1845";"Tortula marginata (Bruch & Schimp.) Spruce";Plantae;
"Tortula marginata (Bruch & Schimp.) Spruce, 1845";"Tortula marginata (Bruch & Schimp.) Spruce, 1845";Plantae;
"Tortula mucronifolia Schwägr., 1811";"Tortula mucronifolia Schwägr., 1811";Plantae;
"Tortula muralis subsp. obtusifolia (Schwägr.) Culm., 1921";"Tortula muralis subsp. obtusifolia (Schwägr.) Culm.";Plantae;
"Tortula muralis subsp. obtusifolia (Schwägr.) Culm., 1921";"Tortula muralis subsp. obtusifolia (Schwägr.) Culm.";Plantae;
"Tortula muralis subsp. obtusifolia (Schwägr.) Culm., 1921";"Tortula obtusifolia (Schwägr.) Mathieu, 1853";;
"Tortula protobryoides R.H.Zander, 1993";"Tortula protobryoides R.H.Zander";Plantae;
"Tortula protobryoides R.H.Zander, 1993";"Tortula protobryoides R.H.Zander, 1993";Plantae;
"Tortula revolvens (Schimp.) G.Roth, 1904";"Tortula revolvens (Schimp.) G.Roth, 1904";Plantae;
"Tortula schimperi M.J.Cano, O.Werner & J.Guerra, 2005";"Tortula schimperi M.J.Cano, O.Werner & J.Guerra, 2005";Plantae;
"Tortula systylia (Schimp.) Lindb., 1879";"Tortula systylia (Schimp.) Lindb., 1879";Plantae;
"Tortula vahliana (Schultz) Mont., 1850";"Tortula vahliana (Schultz) Mont., 1850";Plantae;
"Tortula wilsonii (Hook.) R.H.Zander, 1993";"Tortula wilsonii (Hook.) R.H.Zander";Plantae;
"Tortula wilsonii (Hook.) R.H.Zander, 1993";"Tortula wilsonii (Hook.) R.H.Zander, 1993";Plantae;
"Tozzia alpina L., 1753";"Tozzia alpina L., 1753";Plantae;
"Trachypteris picta decostigma (Fabricius, 1787)";"Trachypteris picta decostigma (Fabricius, 1787)";Animalia;
"Tragopogon crocifolius L., 1759";"Tragopogon crocifolius L., 1759";Plantae;
"Tragopogon eriospermus Ten., 1823";"Tragopogon eriospermus Ten., 1823";Plantae;
"Tragosoma depsarium (Linnaeus, 1767)";"Tragosoma depsarium (Linnaeus, 1767)";Animalia;
"Trapa natans L., 1753";"Trapa natans L., 1753";Plantae;
"Traunsteinera globosa (L.) Rchb., 1842";"Traunsteinera globosa (L.) Rchb., 1842";Plantae;
"Trematodon ambiguus (Hedw.) Hornsch., 1819";"Trematodon ambiguus (Hedw.) Hornsch.";Plantae;
"Trematodon ambiguus (Hedw.) Hornsch., 1819";"Trematodon ambiguus (Hedw.) Hornsch., 1819";Plantae;
"Trematodon brevicollis Hornsch., 1819";"Trematodon brevicollis Hornsch., 1819";Plantae;
"Tribolium madens (Charpentier, 1825)";"Tribolium madens (Charpentier, 1825)";Animalia;
"Tribulus terrestris L., 1753";"Tribulus terrestris L., 1753";Plantae;
"Trochulus phorochaetia (Bourguignat, 1864)";"Trichia phorochaetia";;
"Trichius gallicus Dejean, 1821";"Trichius gallicus Dejean, 1821";Animalia;
"Trichocolea tomentella (Ehrh.) Dumort., 1831";"Trichocolea tomentella (Ehrh.) Dumort., 1831";Plantae;
"Trichodon cylindricus (Hedw.) Schimp., 1856";"Trichodon cylindricus (Hedw.) Schimp.";Plantae;
"Trichodon cylindricus (Hedw.) Schimp., 1856";"Trichodon cylindricus (Hedw.) Schimp., 1856";Plantae;
"Trichoferus pallidus (Olivier, 1790)";"Trichoferus pallidus (Olivier, 1790)";Animalia;
"Trichophorum alpinum (L.) Pers., 1805";"Trichophorum alpinum (L.) Pers., 1805";Plantae;
"Trichophorum cespitosum (L.) Hartm., 1849";"Trichophorum cespitosum (L.) Hartm., 1849";Plantae;
"Trichophorum pumilum (Vahl) Schinz & Thell., 1921";"Trichophorum pumilum (Vahl) Schinz & Thell., 1921";Plantae;
"Trichostomum brachydontium Bruch, 1829";"Trichostomum brachydontium Bruch";Plantae;
"Trichostomum brachydontium Bruch, 1829";"Trichostomum brachydontium Bruch, 1829";Plantae;
"Trichostomum crispulum Bruch, 1829";"Trichostomum crispulum Bruch";Plantae;
"Trichostomum crispulum Bruch, 1829";"Trichostomum crispulum Bruch, 1829";Plantae;
"Trifolium angulatum Waldst. & Kit., 1802";"Trifolium angulatum Waldst. & Kit., 1802";Plantae;
"Trifolium badium Schreb., 1804";"Trifolium badium Schreb., 1804";Plantae;
"Trifolium bocconei Savi, 1808 var. bocconei";"Trifolium bocconei Savi var. bocconei";Plantae;
"Trifolium cherleri L., 1755";"Trifolium cherleri L., 1755";Plantae;
"Trifolium glomeratum L., 1753";"Trifolium glomeratum L., 1753";Plantae;
"Trifolium hirtum All., 1789";"Trifolium hirtum All., 1789";Plantae;
"Trifolium micranthum Viv., 1824";"Trifolium micranthum Viv., 1824";Plantae;
"Trifolium ornithopodioides L., 1753";"Trifolium ornithopodioides L., 1753";Plantae;
"Trifolium pallescens Schreb., 1804";"Trifolium pallescens Schreb., 1804";Plantae;
"Trifolium patens Schreb., 1804";"Trifolium patens Schreb., 1804";Plantae;
"Trifolium resupinatum L., 1753 var. resupinatum";"Trifolium resupinatum var. resupinatum L., 1753";Plantae;
"Trifolium retusum L., 1753";"Trifolium retusum L., 1753";Plantae;
"Trifolium saxatile All., 1773";"Trifolium saxatile All., 1773";Plantae;
"Trifolium scabrum subsp. lucanicum (Gasp. ex Guss.) Arcang., 1894";"Trifolium scabrum subsp. lucanicum (Guss.) Arcang., 1894";Plantae;
"Trifolium spadiceum L., 1755";"Trifolium spadiceum L., 1755";Plantae;
"Trifolium squamosum L., 1759";"Trifolium squamosum L., 1759";Plantae;
"Trifolium stellatum L., 1753";"Trifolium stellatum L., 1753";Plantae;
"Trifolium strictum L., 1755";"Trifolium strictum L., 1755";Plantae;
"Trifolium sylvaticum Gérard ex Loisel., 1809";"Trifolium sylvaticum Gérard ex Loisel., 1809";Plantae;
"Triglochin maritima L., 1753";"Triglochin maritimum L., 1753";Plantae;
"Triglochin palustris L., 1753";"Triglochin palustre L., 1753";Plantae;
"Trilophozia quinquedentata (Huds.) Bakalin, 2005";"Trilophozia quinquedentata (Huds.) Bakalin";Plantae;
"Tringa erythropus (Pallas, 1764)";"Tringa erythropus";Animalia;
"Tringa ochropus Linnaeus, 1758";"Tringa ochropus";Animalia;
"Trinodes hirtus (Fabricius, 1781)";"Trinodes hirtus (Fabricius, 1781)";Animalia;
"Triphyllus bicolor (Fabricius, 1777)";"Triphyllus bicolor (Fabricius, 1777)";Animalia;
"Triplax aenea (Schaller, 1783)";"Triplax aenea (Schaller, 1783)";Animalia;
"Triplax collaris (Schaller, 1783)";"Triplax collaris (Schaller, 1783)";Animalia;
"Triplax lacordairii Crotch, 1870";"Triplax lacordairii Crotch, 1870";Animalia;
"Triplax lepida (Faldermann, 1837)";"Triplax lepida (Faldermann, 1837)";Animalia;
"Triplax melanocephala (Latreille, 1804)";"Triplax melanocephala (Latreille, 1804)";Animalia;
"Triplax rufipes (Fabricius, 1781)";"Triplax rufipes (Fabricius, 1781)";Animalia;
"Triplax scutellaris Charpentier, 1825";"Triplax scutellaris Charpentier, 1825";Animalia;
"Trisetum distichophyllum (Vill.) P.Beauv. ex Roem. & Schult., 1817";"Trisetum distichophyllum (Vill.) P.Beauv. ex Roem. & Schult., 1817";Plantae;
"Trithemis annulata (Palisot de Beauvois, 1807)";"Trithemis annulata";Animalia;
"Tritomaria exsecta (Schmidel ex Schrad.) Schiffn. ex Loeske, 1909";"Tritomaria exsecta (Schmidel ex Schrad.) Schiffn. ex Loeske, 1909";Plantae;
"Tritomaria exsecta (Schmidel ex Schrad.) Schiffn. ex Loeske, 1909";"Tritomaria exsecta (Schmidel ex Schrad.) Schiffn. ex Loeske, 1909";Plantae;
"Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske, 1909";"Tritomaria exsectiformis (Breidl.) Loeske";Plantae;
"Tritomaria laxa (Lindb.) Stotler & Crand.-Stotl., 2017";"Tritomaria laxa (Lindb.) Stotler & Crand.-Stotl., 2017";Plantae;
"Trilophozia quinquedentata (Huds.) Bakalin, 2005";"Tritomaria quinquedentata (Huds.) H.Buch, 1932";;
"Tritomaria scitula (Taylor) Jörg., 1921";"Tritomaria scitula (Taylor) Jörg., 1921";Plantae;
"Triturus cristatus (Laurenti, 1768)";"Triturus cristatus";Animalia;
"Triturus marmoratus (Latreille, 1800)";"Triturus marmoratus";Animalia;
"Trocdaris verticillatum (L.) Raf., 1840";"Trocdaris verticillatum (L.) Raf., 1840";Plantae;
"Trochiscanthes nodiflora (All.) W.D.J.Koch, 1824";"Trochiscanthes nodiflora (All.) W.D.J.Koch, 1824";Plantae;
"Trochosa spinipalpis (F.O. Pickard-Cambridge, 1895)";"Trochosa spinipalpis";Animalia;
"Truncatellina cylindrica (J.B. Férussac, 1807)";"Truncatellina arcyensis";;
"Tuberaria guttata (L.) Fourr., 1868";"Tuberaria guttata (L.) Fourr., 1868";Plantae;
"Tulipa agenensis DC., 1804";"Tulipa agenensis DC., 1804";Plantae;
"Tulipa billietiana Jord., 1858";"Tulipa billietiana Jord., 1858";Plantae;
"Tulipa didieri Jord., 1846";"Tulipa didieri Jord., 1846";Plantae;
"Tulipa mauriana Jord. & Fourr., 1866";"Tulipa mauriana Jord. & Fourr., 1866";Plantae;
"Tulipa montisandrei J.Prudhomme, 1994";"Tulipa montisandrei J.Prudhomme, 1994";Plantae;
"Tulipa planifolia Jord., 1858";"Tulipa planifolia Jord., 1858";Plantae;
"Tulipa raddii Reboul, 1822";"Tulipa raddii Reboul, 1822";Plantae;
"Tulipa sylvestris L., 1753 subsp. sylvestris";"Tulipa sylvestris L. subsp. sylvestris";Plantae;
"Tulipa sylvestris subsp. australis (Link) Pamp., 1914";"Tulipa sylvestris subsp. australis (Link) Pamp., 1914";Plantae;
"Turdus pilaris Linnaeus, 1758";"Turdus pilaris";Animalia;
"Turdus torquatus Linnaeus, 1758";"Turdus torquatus";Animalia;
"Turgenia latifolia (L.) Hoffm., 1814";"Turgenia latifolia (L.) Hoffm., 1814";Plantae;
"Tylopsis lilifolia (Fabricius, 1793)";"Tylopsis lilifolia (Fabricius, 1793)";Animalia;
"Tylopsis lilifolia (Fabricius, 1793)";"Tylopsis lilifolia (Fabricius, 1793)";Animalia;
"Typha laxmannii Lepech., 1801";"Typha laxmannii Lepech., 1801";Plantae;
"Typha minima Funck, 1794";"Typha minima Funck, 1794";Plantae;
"Tyto alba (Scopoli, 1769)";"Tyto alba";Animalia;
"Ulex minor Roth, 1797";"Ulex minor Roth, 1797";Plantae;
"Ulmus laevis Pall., 1784";"Ulmus laevis Pall., 1784";Plantae;
"Uloborus walckenaerius Latreille, 1806";"Uloborus walckenaerius";Animalia;
"Uloma culinaris (Linnaeus, 1758)";"Uloma culinaris (Linnaeus, 1758)";Animalia;
"Uloma rufa (Piller & Mitterpacher, 1783)";"Uloma rufa (Piller & Mitterpacher, 1783)";Animalia;
"Ulota bruchii Hornsch. ex Brid., 1827";"Ulota bruchii Hornsch. ex Brid.";Plantae;
"Ulota bruchii Hornsch. ex Brid., 1827";"Ulota bruchii Hornsch. ex Brid., 1827";Plantae;
"Ulota coarctata (P.Beauv.) Hammar, 1852";"Ulota coarctata (P.Beauv.) Hammar, 1852";Plantae;
"Ulota hutchinsiae (Sm.) Hammar, 1852";"Ulota hutchinsiae (Sm.) Hammar";Plantae;
"Ulota hutchinsiae (Sm.) Hammar, 1852";"Ulota hutchinsiae (Sm.) Hammar, 1852";Plantae;
